STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1959-09,,37.0783918431346,,A,Normal value,0,Units,1,One,2015,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1959-10,,37.2223510437205,,A,Normal value,0,Units,1,One,2015,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1959-11,,36.2415222314231,,A,Normal value,0,Units,1,One,2015,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1959-12,,36.0000195789454,,A,Normal value,0,Units,1,One,2015,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1960-01,,34.4437214471891,,A,Normal value,0,Units,1,One,2015,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1960-02,,34.5242569235823,,A,Normal value,0,Units,1,One,2015,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1960-03,,34.4862325287184,,A,Normal value,0,Units,1,One,2015,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1960-04,,35.2354632179648,,A,Normal value,0,Units,1,One,2015,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1960-05,,34.6740360350781,,A,Normal value,0,Units,1,One,2015,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,USA,United States,M,Monthly,TOVM,Retail trade volume,IX,Index,G47,"Retail trade, except of motor vehicles and motorcycles",Y,Calendar and seasonally adjusted,_Z,Not applicable,1960-06,,34.5799855890014,,A,Normal value,0,Units,1,One,2015,
